#grid point	c_iterations	c_convergence   	P               	T(k)            	n_<tot> (cm-3)  	n_g (cm-3)      	m(u)            	C    	H    	He   	N    	O    	P    	S    	Si   	Ti   	V    	Cl   	K    	Na   	Mg   	F    	Ca   	Fe   	e-   
196       	4         	ok              	2.1950000000e-09	2.9000000000e+02	1.1308979860e+11	5.4821738488e+10	5.5763974461e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
197       	4         	ok              	1.9820000000e-09	2.9000000000e+02	1.0211567169e+11	4.9501906917e+10	5.5763954192e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
198       	4         	ok              	1.7910000000e-09	2.9000000000e+02	9.2275019092e+10	4.4731541518e+10	5.5763929754e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
199       	4         	ok              	1.6170000000e-09	2.9000000000e+02	8.3310232035e+10	4.0385763615e+10	5.5763899744e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
200       	4         	ok              	1.4610000000e-09	2.9000000000e+02	7.5272832216e+10	3.6489548944e+10	5.5763863409e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
201       	4         	ok              	1.3200000000e-09	2.9000000000e+02	6.8008254264e+10	3.2967970298e+10	5.5763819046e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
202       	4         	ok              	1.1920000000e-09	2.9000000000e+02	6.1413454440e+10	2.9771076209e+10	5.5763764551e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
203       	4         	ok              	1.0770000000e-09	2.9000000000e+02	5.5488432718e+10	2.6898866675e+10	5.5763698257e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
204       	4         	ok              	9.7260000000e-10	2.9000000000e+02	5.0109536453e+10	2.4291399933e+10	5.5763616730e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
205       	4         	ok              	8.7860000000e-10	2.9000000000e+02	4.5266461208e+10	2.1943680836e+10	5.5763517229e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
206       	4         	ok              	7.9360000000e-10	2.9000000000e+02	4.0887076089e+10	1.9820743355e+10	5.5763395277e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
207       	4         	ok              	7.1680000000e-10	2.9000000000e+02	3.6930163326e+10	1.7902606901e+10	5.5763245870e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
208       	4         	ok              	6.4750000000e-10	2.9000000000e+02	3.3359657318e+10	1.6171788461e+10	5.5763063068e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
209       	4         	ok              	5.8490000000e-10	2.9000000000e+02	3.0134340120e+10	1.4608307445e+10	5.5762839189e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
210       	4         	ok              	5.2830000000e-10	2.9000000000e+02	2.7218145873e+10	1.3194680840e+10	5.5762564704e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
211       	4         	ok              	4.7720000000e-10	2.9000000000e+02	2.4585313147e+10	1.1918420777e+10	5.5762228652e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
212       	4         	ok              	4.3110000000e-10	2.9000000000e+02	2.2210080433e+10	1.0767039391e+10	5.5761817670e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
213       	4         	ok              	3.8940000000e-10	2.9000000000e+02	2.0061533667e+10	9.7255512380e+09	5.5761313756e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
214       	4         	ok              	3.5170000000e-10	2.9000000000e+02	1.8119063267e+10	8.7839660256e+09	5.5760696095e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
215       	4         	ok              	3.1770000000e-10	2.9000000000e+02	1.6367211989e+10	7.9347910331e+09	5.5759941083e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
216       	4         	ok              	2.8700000000e-10	2.9000000000e+02	1.4785369973e+10	7.1680359663e+09	5.5759017559e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
217       	4         	ok              	2.5920000000e-10	2.9000000000e+02	1.3352926933e+10	6.4737105313e+09	5.5757884631e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
218       	4         	ok              	2.3410000000e-10	2.9000000000e+02	1.2059577584e+10	5.8468195809e+09	5.5756498940e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
219       	4         	ok              	2.1150000000e-10	2.9000000000e+02	1.0895016730e+10	5.2823679682e+09	5.5754810412e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
220       	4         	ok              	1.9100000000e-10	2.9000000000e+02	9.8386329084e+09	4.7703653992e+09	5.5752738375e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
221       	4         	ok              	1.7260000000e-10	2.9000000000e+02	8.8904266248e+09	4.3108118738e+09	5.5750224980e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
222       	4         	ok              	1.5590000000e-10	2.9000000000e+02	8.0297853254e+09	3.8937170981e+09	5.5747145349e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
223       	4         	ok              	1.4080000000e-10	2.9000000000e+02	7.2515557656e+09	3.5165834985e+09	5.5743386629e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
224       	4         	ok              	1.2720000000e-10	2.9000000000e+02	6.5505851484e+09	3.1769135015e+09	5.5738823672e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
225       	4         	ok              	1.1490000000e-10	2.9000000000e+02	5.9165664256e+09	2.8697119600e+09	5.5733270683e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
226       	4         	ok              	1.0380000000e-10	2.9000000000e+02	5.3443465438e+09	2.5924813007e+09	5.5726539082e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
227       	4         	ok              	9.3730000000e-11	2.9000000000e+02	4.8251635439e+09	2.3409756485e+09	5.5718348347e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
228       	4         	ok              	8.4670000000e-11	2.9000000000e+02	4.3579889331e+09	2.1146954887e+09	5.5708488432e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
229       	4         	ok              	7.6480000000e-11	2.9000000000e+02	3.9356075153e+09	1.9101442185e+09	5.5696603116e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
230       	5         	ok              	6.9080000000e-11	2.9000000000e+02	3.5538968523e+09	1.7253237789e+09	5.5682325348e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
231       	5         	ok              	6.2400000000e-11	2.9000000000e+02	3.2092539905e+09	1.5584858686e+09	5.5665276971e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
232       	5         	ok              	5.6360000000e-11	2.9000000000e+02	2.8975572204e+09	1.4076324288e+09	5.5644969956e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
233       	5         	ok              	5.0910000000e-11	2.9000000000e+02	2.6162348087e+09	1.2715146726e+09	5.5620962778e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
234       	5         	ok              	4.5990000000e-11	2.9000000000e+02	2.3622000305e+09	1.1486340561e+09	5.5592748790e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
235       	5         	ok              	4.1540000000e-11	2.9000000000e+02	2.1323667599e+09	1.0374920350e+09	5.5559753202e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
236       	5         	ok              	3.7520000000e-11	2.9000000000e+02	1.9246824958e+09	9.3708957999e+08	5.5521495143e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
237       	6         	ok              	3.3890000000e-11	2.9000000000e+02	1.7370973694e+09	8.4642766167e+08	5.5477575947e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
238       	6         	ok              	3.0620000000e-11	2.9000000000e+02	1.5680762413e+09	7.6475700798e+08	5.5427712263e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
239       	7         	ok              	2.7650000000e-11	2.9000000000e+02	1.4145336869e+09	6.9057907481e+08	5.5371073636e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
240       	8         	ok              	2.4980000000e-11	2.9000000000e+02	1.2764893178e+09	6.2389386216e+08	5.5308223989e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
241       	9         	ok              	2.2560000000e-11	2.9000000000e+02	1.1513718448e+09	5.6345258328e+08	5.5238421984e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
242       	10        	ok              	2.0380000000e-11	2.9000000000e+02	1.0386806405e+09	5.0900548082e+08	5.5162369187e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
243       	11        	ok              	1.8410000000e-11	2.9000000000e+02	9.3687532811e+08	4.5980328272e+08	5.5079824984e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
244       	13        	ok              	1.6630000000e-11	2.9000000000e+02	8.4493355693e+08	4.1534647429e+08	5.4991413744e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
245       	15        	ok              	1.5020000000e-11	2.9000000000e+02	7.6182810500e+08	3.7513554082e+08	5.4897370520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
246       	17        	ok              	1.3570000000e-11	2.9000000000e+02	6.8704585724e+08	3.3892072496e+08	5.4798673558e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
247       	21        	ok              	1.2260000000e-11	2.9000000000e+02	6.1955532159e+08	3.0620251201e+08	5.4695789259e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
248       	26        	ok              	1.1070000000e-11	2.9000000000e+02	5.5832395168e+08	2.7648138727e+08	5.4588877774e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
249       	33        	ok              	1.0000000000e-11	2.9000000000e+02	5.0334549077e+08	2.4975735074e+08	5.4479141855e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
